label	text
1	It's a brand new day  Dr. Horrible is AWESOME!!! http://www.hulu.com/watch/28343/dr-horribles-sing-along-blog#s-p1-st-i0
1	http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def.
0	is going to be a long week! Funeral and work tomorrow!  ***143 JAC***
1	Champions League back on tonight 
1	@BuzzEdition  nite you 
0	Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;)
0	im so confused  This SUCKS!!!!!
1	[2/2] orkut's team cleaned the phishing link in few hours and responded to me with a thank you note 
0	I hate money... 
0	Can't sleep. It's 2:05am--Ugh!!! I'm not even sleepy 
0	@Lilylauren I get sad when ppl shave their moustaches  I don't know if I'd cry about it tho
1	@ChoChoMojo  Goodnight Miss Q  you take care  
0	this week is not going as i had hoped 
1	is at 98 followers 
0	I need to go out but I am so lazy. 
0	@emilyruppe Well he said that he is a looser, and that is what the show implies 
1	@amyg0716 I'm gunnna do both of those things 
1	@Snakehit new job? congrats 
0	traffic not as bad as normal, so super early for meeting 
0	o have too much on my mind and is trying to write it all down so maybe i can get some sleep before class...it's not really working 
1	@zoecello Love the &quot;cello cave!&quot; I saw you at Convergence 13 and am glad to find you have a Twitter. Keep on being awesome. 
0	My heart is abused with so many hurtful lies and truths. I hate being sappy about these kind of things. I hate it  Gold for syf, k?
0	Good morning! Can't believe this is my last week in London  But I will be back in the Marketingworld of London for sure!
1	Happy Birthday to my little girl Jasmine! She turns three years old today. Throwing her a mini b day party tomorrow with just us. 
1	@frenchGCfan I live in Sweeeeden  it's SO boring here -.-
0	ChiefDelphi is down 
0	@mrsaintnick hey! i'm leavin in the morning... 
1	I almost want one. http://bit.ly/T8KBb    maybe 
0	Up and showered, now to get dressed for the late shift lollypop 
0	@bivancamp aw, that suuuucks  Sorry dear!
0	Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. 
1	got a great background from @professorhazard now!  
0	just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38
1	@MrsP_ifurnastee rowr! you bet!  and @cartermorrison is going to bed..but I'm sure she would want to be included as well  LMAO
1	Whatta mess! We should have won this! Anyways, not bad after all! We won another series abroad. 
1	just  created this account...looking around 
0	@Gen_Marie  I hope we can fix you in California at least.....
1	I'm going so good without myspace, msn and stuff 
0	@djginaturner no le gusta house of house 5 min intro 
0	@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow 
0	Someone PLEASE take Gossip Girl away from me. I'm addicted 
1	Dang. Heroes and The Hills amazed me tonight!  off to do more studying!
1	just got home from school (: meant to be getting my hair cut .. but i cbf. lol dancing soon 
0	@cardinaire ya me too 
0	http://twitpic.com/2y2yi - I love you, Buck. 
0	cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood 
0	AHHHHHHH! Everyones doing laundry except me 
1	Latest blog post (repeat transmission for my American &amp; Canadian friends). Hope you dig! http://bit.ly/13vpz 
1	 now I'm happy 
0	On the phone with the bestie than shower.. Confused I don't know what to do 
0	I think I need to get laid. Sad revolution I had earlier rofl  http://twurl.nl/ibz2wb
1	@souljaboytellem Good Nite Babe!!  
0	@eri74 Goodmorning!  hahaha, let me guess .... CB? hahaha me not 
0	@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!
0	Feeling a bit better today, at least I can walk. I have NO idea what happened yesterday. On my way to school now... Ugh... 
1	@urbanpinkpixie haha true. Drama is good every once in a while 
0	Didn't make it by here today.   They are saying we will have snow tomorrow. WTF?  It is Tennessee.  It doesn't even snow here in winter.
1	@Westneyrhindxx hello westney  what are you doing ?? x
0	@heidimontag The Hills episodes were so sad   PS. LOVE your name
0	@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.
1	Getting a nice break, excited about classes and this INCREDIBLE weather, but especially about this weekend  home! &lt;3
1	@StacieLane  How are you? Was good seeing you @ Lip Service last week!
0	going thru town and traffic on bypass is stink 
0	@missoliviaa nooo brat. to the west coast hahaa quite making me sad 
0	haven't talk with aaliyah love in a few  miss her some. wife says to thank her for the mags she sent us ;)
1	@mandiebear I promise.I am so tired today I think it'll be an early one for me too. Tis 4pm &amp; I'm stuffed  #blib
0	im sad now  Miss.Lilly
0	Feeling soree, bad idea to go running when your sick 
1	@sytycda Could not agree more!The unison&amp; committment was incredible.Considering the pressure they r under made it all the more amazing 
0	T___T need more sleep but my body wont let me  so i will draw instead  &lt;3
0	Ugh. In sound class now. Out of here at 8. KILL ME. Won't get home until 10ish. 
1	@koriannespeaks  your blog is like an addiction for me.
1	exhausted! but glad i got to see UNC become national champs!  
0	playing game at home! my new boss didn't call me yet... 
0	just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. 
1	@TerryFree Yes unfortunately, but did have a day off yesterday and got another on Friday so its a 3 day week 
1	wants to go to a baseball game doesnt care who...someone take me 
1	@suplada I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. 
0	@vindiekins Aww, you're leaving me?  Just was hoping for input -- I have avatars in the RP thread on MTP. Torn on personality...
0	CASH RULES EVERYTHING AROUND ME 
0	is in love with scrappy and is missin him already 
0	Check out my mug  http://www.erika-obscura.blogspot.com
0	&quot;On popular music&quot; by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue 
1	@MistressDragon Ah it's ok, I couldn't think of a nicer way to be corrupted  #blib
1	Karaoke with XT on Wed and drum lessons on Thursday!!! What a week... I'll work somewhere in there 
0	@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx
0	sleep soon... i just hate saying bye and see you tomorrow for the night. 
0	Stupid m&amp;ms make my stomach hurt 
1	just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!
1	Look at what just arrived at the R.AGE office?  - NC http://twitpic.com/2y4c4
1	@xxdrew0590 did you get my voicemail?  haha. i was bored.
1	I am gonna help my mom get a twitter 
0	I need a holiday  only one day off this year.
1	#SF Bay Area Rides I want a ride, please  SC &gt; LA (santa cruz): Anyone perhaps going to L.. http://tinyurl.com/cactjn
0	owwwwww!!!  What a doozy of a headache.  2 tablets later and it has only taken  off a slight edge 
0	Grr i want to keep reading but if i do i wont have anything left to read 
1	@robgokeemusic I know - I should have made some, taken them to my meetings &amp; I should have foreseen my sister was going 2 pick up a stray 
0	Planting a friend today.  Not been to a funeral in &gt;20 years.
0	@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam 
0	Not liking being back at work this morning 
1	Hi Rhian this is my first post on twitter so hope it works ok. My MBT's r fab - it's a pity I can't wear them 2 work. Hv a good day 
1	There are people we don't like it? They must be very strange people...  re: http://ff.im/1XTfX
0	@meganxnightmare I think so too  I always get it.
0	http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone
1	I'm in a David Bowie mood  I feel like watching Labyrinth!!! Sexiest GOBLIN KING I've ever seen. CLASSIC!
0	@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!
0	Curses, my yoghurt exploded in my bag on the way to work. Now everything smells like toffee 
0	Blazing row with boy. Tantrums all round. Missed train and now standing on platform feeling guilty 
1	@Twilighter4Life but, thanks 
1	...so i just ordered my copy of Hardcore Underground 3  love me, love me! Canary in skinny jeans going balls deep.
0	@MarcusMims wow i didn't get an &quot;hello&quot; u suck 
1	@ientje89 aw i'm fine too thanks! yeah i miss you so much on the MFC  but hope we can talk later on today  kisses :huglove:
1	@jolilore Thank you 
0	@CodaQueen oh wait he does have 1 in Oakland on the 18th. Can't understand why he only has 1 &amp; in Oakland 
1	Didn't get my nap before, thinking I really need one now. Be back later, twitterpeeps. 
1	Back from camp!! YAY!! What did I miss? 
0	@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday 
0	@mrskutcher *lol i wish i only had bad sync. in germany right now where the subtitles dont work at all.  lol
0	@ruthclayton oh i aint gonna be ur bitch  but i will be HIS.. muwahaha
1	@chocolate_dip lol i wasnt complaining just making sure @yoeyfreshier wasnt getting off before me but @tivon cleared that up 
0	Fed bokkie too many birthday treats-sicko 
1	If you are at #Paragon please vote my work!  LOL
1	for those who are puzzled by umtweeti wam 
0	Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep 
1	@nick_carter check it out  http://www.bored.com/pranksite/index.htm
0	Damn it. I hate this stage of the breakup process. I miss the boy.  We had just fallen in love. DAMN IT. WHY???!!!  Poop.
1	@airplanemancf you are so right  thanks for that. Always nice to have some positive people around!
1	@dsiegel99 now if i could get to san diego the same night i could celebrate it twice lol thanks 
1	@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in
1	@thecrazyjogger ITC latest changes to the network made me crazy yesterday ! but now it seems to work ok 
1	@hayesz its all good hahha im glad you have fun  the pics on your blog will give me fapping material for days to come ;)
0	whoa im super hungry  Life cereal w/granola &amp; raspberries is calling my name
0	@stephenkruiser I'm so sorry to hear about your dog 
1	@katdogs Ya I'm first generation here in the states so my parents and grandparents mainly speak Greek.  Yiayia's are the best! 
1	@ThisismyiQ Q g0 t0 bed!!  wat r u doinggggg??
1	@XPhile1908 &quot;convenience&quot; of the remedy &lt;---That's just cuz you are a doc!  #24
0	Got to do Spanish revision today 
1	@Vonster good point, 2 draw  2 don't  nice quote though. I like that.
1	Still tryna figure out Twitter. I thought I had it but hold on for me guys 
1	@jilly_t you're baaack!  you must tell me about your escapades!  video chat soon 
0	Man, that took forever. 
0	It's only tuesday 
1	Every bone in my body is aching but it was worth it ...The Prodigy rocked newcastle last night 
1	@veronica78 I saw that before it got changed. HOT. 
1	@guykawasaki congrats on 100,000 followers. Wow almost 4 times of what I have 
0	is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg
1	@ilovespots Thank you  I hope the boys wear them this week!
1	@dahowlett I take it you won't be at the keynote then 
1	called my hunnybunny, and i miss her already!  night lova'!
1	@Lexi_83 We.... went professional in October 2008, we've just not update any of our websites or anything until yesterday 
0	my nokia 1110 died..  
1	I loved today 
0	@alydesigns i was out most of the day so didn't get much done 
1	The older theory was, marry an older man because they're more mature. But the new theory is men don't mature. Marry a younger one. 
1	Weeeeeeh It's almost tomorrow today! 
1	Now on twitter! How fun! 
1	@cybathug .. @FerryCorsten has twitter 
0	i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!
1	I'm adding my fellow PFers.  Nice to see so many of us here, too! 
1	@nicefaceMITCHIE girllllll you know 
1	@phpslacker you're right! 
0	@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it 
0	is again in the math lab 
1	@DonnieWahlberg Yessirrr! Don't give anyone that much power, do what makes you happy...that's why I'll be seeing you in da summah!! 
1	Just tryna get inspired thats all 
1	Yesss, Chris's parents are going out of town on Friday till May. You know what that means... Rachel is moving temporarily 
0	Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. 
1	@ShannaMoakler I'm afraid to fly too. What do you do when you HAVE to? I usually pop ativan and valium. Or maybe Ambien.  Works ok!
1	@rosenstand @anderssaugstrup [uk] It's hard to tweet [dk] &quot;I dag har Anders fÃ¯Â¿Â½dselsdag..&quot; [dk] within just 140 characters 
0	Dad was admitted to hospital yesterday, so want to fly to Cape Town to visit... R1900 for monday return ticket on #Kulula 
0	What a bad day! Need comfort drink - sipping on a mocha frap here at Starbucks with Tricia. So tired 
0	doesn't want him to go 
1	@markvanbaale the one that has my heart 
0	Oh, and it's officially my birthday. Happy 23rd birthday to me! *looks around* Yet no one is here to wish it to me  Erik's in bed.
1	@FizzyDuck Five? Seems a little bit too late in the morning but what the hell ! 
0	i think my arms are sore from tennis 
0	they usually make me Zzzz... but not today 
0	On a diet.... Woke up 2day Hungry 
0	morning everyone!! still feeling poorly!   hope u all have a good day! x
1	@FFMo Glad to hear that   Professional phone sex operator. And you?
1	Easy Rider till I fall asleep 
1	@StarChile.....ahhh.....alright. Thanks. Congrat's on your team's win today 
0	@lenesha but Im not feeling well, mommy... 
1	Budget: A method for going broke methodically.    #1liners
1	since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. 
0	@Sirrah21 Aww poor froofroo, this is way too late for you 
0	I'm so tired, have to get up and go in to school during holidays for the 3rd time  xxx
1	A healthy remedy for you AND your dog  http://PetParenthood.blogspot.com #dogs
1	@paulfeig the internet blows my mind everyday, the way nothing else can! 
0	wants to hear @seblefebvre 's song but myspace is messing with me 
1	I would marry someone if it meant they could stay. 
0	Argh, opened my crisps upside down.  I hate that. 
0	Lookin like an all-nighter. I hate it when I do this to myself 
0	Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it 
1	@pagankinktress ah yes, I subscribe as well 
0	Why won't you show my location?!   http://twitpic.com/2y2es
0	Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30? 
0	@AHolmes_NJ I was able to DownThemAll! before TA was able to delete my account. Didn't lose any photos, but I lost almost all comments 
1	@ashleeadams doesn't make you look fat at all man. Good photo. 
0	@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!
1	Good night, world. Please still be there in the morning when I awake. 
0	Gonna be a great day: 4 of the 6 members of our team are off 
1	Is making bad decisions 
1	Traffic is hell in Athens. Should I quit job to find one closer to home ? 
0	@tommcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset ='( lol..a msg would make up 4 it!
0	@anistorm 
1	Talking to alicia about twitter 
1	On train to Star #Trek movie premiere with my golden entry ticket to &quot;A Reserve Circle&quot; 
0	Our trip has been canceled. See the latest blog post for info  http://kiwinova.blogspot.com/
1	@fuelsource Hi! 
1	@YoYo_Ma lol!  Isn't it past your bedtime? It is for me. See you tomorrow!  
1	@nicolerichie YES! lol...when you live in canada, anne part of your childhood. I grew up with all the books and tv series 
0	@Tasouls what stupid show were you watching? lol. Not that there is any shortage. 
0	Okie dokie my tweoples its been a long day and I have to be in the city by 10 am BOOOOOOOOOOOO  Good night my lovelies &lt;3
1	This morning I was woke up by Janis Joplin. This can't be bad. Morning all! 
0	Extremely jealous... 
0	I'm afraid I had bad code. 
0	@Jennchambless me neither and nobody is awake... NOBODY. I'm drunk and alone 
0	@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp? 
1	@chrisjkamrada http://twitpic.com/2xw19 - i would if i was your gf 
0	spring break in plain city... it's snowing 
0	@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. 
1	Finally going to sleep; getting up early for Opening Day in San Francisco 
0	@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?
0	Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU 
1	@sarahatwood you're welcome for K-ROD!   #openingday
0	@Flawless326 Why did my baby have to eat 3 prunes today and now he finally went ! My poor baby 
0	Is it possible to die from coughing? It SUCKS being ill 
0	@kisluvkis oh that is very sad, poor boy. 
0	in my bed trying helplessly to breathe out of my nose without coming across the itchy need to sneeze  allergies suck many things.
0	@PhillyD Awe it always sucks when you cant sleep in your own bed  Hope your dad gets better he is in my prayers .
1	www.twitter.com/Go0seEgg .. add our baby!!! 
1	@jbruin lol esp when your updates hit my phone... 
0	my lymph nodes are as massive as rahm emanuel's balls right now 
1	I'm sooooooooooo over him, its funny. 
1	@keyannaaa the new story of your life will include magic fountain with me 
1	Sleep. Then AT&amp;T in the morning. Oh the sweet smell of the boys of summer. 
0	off to town. forgot to charge my phone so don't think it will last all day 
0	HELP! I need a new boyfriend... I'm stuck in a rut 
0	http://twitpic.com/2y4vn - remember these days? neither do i. siiiiike. i miss my old body  someday soon u shall be miiiiine.
0	i will say it out loud - i miss you a-hole and your answers to my iPhone questions. now who will help me upgrade to 3.0? 
0	LISTEN TO JONAS BROTHERS i love this band but i come from germany and i canÃ¯Â¿Â½t see them 
1	@maikeru76 your np mean no problem??  In the Marriott world I worked iin..should never be a problem-always a pleasure! hahah! mp 
0	@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks 
1	working out at the hotel gym.  112 calories burned.
1	 &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead]
1	@JPierce Yeah, Red Dwarf alone can keep one busy for days. 
0	@lauredhel  What happened?
0	off to the drs its too early 
0	If he doesn't get better in a few days, he could have something lodged in his belly 
0	@oinker_aida i agree! 
1	Wondering why Twitter had the arse with me last night. Bizarro!  xx
0	I loved Mari TriniÃ¯Â¿Â½s songs when I was a child... 
1	/nickserv register izon 123456 xxx@gmail.com  re: http://ff.im/1XVdh
0	gotta repeat  whole art folio cuz old one with a whole terms work got wet 
0	Wondering why gamebattles is down 
1	@dmcar I still wear the bottoms of my trousers rolled 
0	@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. 
1	@hughesforce Love that quote from Plato and am adding it to my notebook of quotes. (i collect quotes.  ) THANK-YOU! 
1	@DOEZILLA Welcome to my fam 
0	Something got into my eye...now its itchy. aw. 
1	About to jump in the shower. Washing away all the bad thoughts, and stepping out of the shower with positive thoughts. 
0	Man Work is Hard 
1	@larryczerwonka Exactly!! 
1	haz her gown ordered today.  and dropped boogie off to the airport.  and now.. laundry galore is to be continued.
1	@creativejenius long story man!! ill tell u one day when we have more time to talk  :[
1	@Blondilucious LOL exactly!  Too funny you just took me back 
1	GOOD MORNING MY LADYS and Jon lol! 
1	Just won 20$ on unc game 
1	In weekend am mers pana la padurea din spatele curtii... si uitati ce am gasit!  http://totromancuta.deviantart.com/art/new-born-118398460
1	Well in the past two days I have had 45 min. of sleep.  I'm going to watch TV while laying in bed and try to sleep.. Night peepers 
1	this night's to do list: clean, make wishlist, and sing to my musics. 
0	Hhh~ It's times like THAT when you want things to stay right  Then someone comes and wrecks it.
1	Having a goooooood afternoon 
1	@CocktailChic oh yes I can see that! lovin it 
1	@omg_pichu Oh my, who's fighting? *Randomly punches someone in the face* Am I winning? 
0	School work BORING,  Working on a business law paper right now can't wait till i'm done.  Hopefully tomorrow grrrr...   
1	@ModelMandyLynn My current favourites are Life, House and formerly Boston Legal. I guess I enjoy sarcasm 
1	@esotericsean heh, thanks for advertising my skills 
0	shutting off twitter 
0	i really hate how people diss my bands!  Trace is clearly NOT ugly!
1	@AdamCSmith RE: your french word. sorry, but it looks like you're going to have to try harder...its down 11.5%  
1	@rachhiiee_ jenny knows i love er. 
1	New post &quot;Tribalization, Socialized TV &amp; Games: Seriously&quot; http://twurl.nl/8namrw TV 2.0 &amp; Serious Games Pressies 
1	@susanstn it is more abt u r heart and where u want to go in Biz  As for love that is a different question LOL 
0	I totally forgot we were going to do fisheye 2night   What u doing Thursday....  Btw.... I'm so late with the hills... LOL
0	too worried and tired to post tonight 
0	Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and 
1	and also, i'm leaving - see you on the train all.. 
1	Good morning my little lovely fairy  My lovely fairy who is flying above goddess of love! Hey goddess watch out!
0	@imperiusrex Brahbrah. Ugh. Bed in a hour. 
1	Layin it down...wish my HB were here or vice versa. Only 3 days to go baby!!!   Hope u feel better in the A.M. Night fellow tweeters!
0	wheat bread from the dollar store just doesn't toast nicely  going over my taxes and calling it an early night
0	@cathrynscott thank you - nor me 
1	@xjizzlebabix Can you HEAR me now?  http://snipr.com/fe6zu
0	@honeymunchkin My anger is getting bigger for every minute that goes by. I got some uglycomments on one of my videos. 
1	@kyleandjackieo GOD! send ME some of your clothing that you don't want.. hangbags too please! anything! ill cherish it 
1	@kirstyr77 Thanks!  Hope all is well with you too!
0	Back to work. I get to spend the next 8 hours alone in the dispatch room 
1	@DanniAsheOnline I wholeheartedly agree with you on that one! 
0	woke up too early 
1	@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai 
0	ITS NOT ENOUGH TO SAY THAT IMISS U 
1	@KourtneyKardash yep Mornings are the Best! nighttime is chill time 
0	holy shindigs.  thats HOT.
1	@sexpensive Not really going  Wish I was though. Wasn't this hot.
1	@Coll_aka_Aubrey No, I wasn't really.  But you do &quot;kinda&quot; look like a terrorist!.... :-|
1	@tommcfly ah, congrats mr fletcher for finally joining twitter 
1	so sleeepyy.. finally the load of laundry i had to get done is DONE  good night everyone
