label,text
4,Going to Sutter Creek tomorrow to tour an old Mine 
4,"@bodycoach I'll look into that cho, I personally like strawberry but I'm going to become coach soon "
4,"@little__fish guess where i live. the other side of the earth  east mesa, losiento"
4,@paula_paige3489 so apart from the sore... how was the tryouts? 
4,failed physics TEST... what a homo. keeen for the holidays (2 days to go) 
4,"Just observed the update look of #Alexa website, http://tinyurl.com/c48gzf , looks great, seems Alexa is improving "
4,@leiabox so what can you tell us about it? I'm totally geeking out right now 
4,"@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to "
4,@Rebecca1158 goodnight. 
4,My brother is sick too lol. Quite weird 
4,@drdrew *gives a hug and a cookie* Hope you feel better! 
4,@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs))
4,"Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE "
4,had a good tech meeting at clubZone - dinner was sushi 
4,@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! 
4,@jeffswarens depends on which version they thought you  the one I know doesn't go like that ;)
4,@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much 
4,@Honey3223 Lurkers now that was interesting 
4,@saravananp mine is B North. Still need to decide 'aaru hithavaru ninage ee moovaroLage' to vote 
4,@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in
4,eating ice-cream with chocolate topping 
4,@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!
4,@its_yvonne daaang i didn't know it was possible to talk that long! what'd you guys talk about 
4,@LaurUy West.  Mostly San Jose and San Francisco.
4,"Nikki is off working her ass off on a bike, trying to recover from her knee injury.  (Good for her. "
4,@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!
4,shenagians!  my team is awesome&lt;3
4,listening to some music and just chilling....I'll probably regret not getting work done...but till then i'm just gonna kick back 
4,I am doing a study of Think &amp; Grow Rich - Wow - it's amazing how timeless the law of attraction is! So now we're on our 6 step program! 
4,@BittenbyBooks Oh good!  I'm glad you're feeling better!   I've been really good!  It'll be a crazy week though... In a good way! 
4,21 Days till chris comes home and 67 days till summer 
4,"@davidgideon Yeah, those were the days  - no, it's now around 1.47ish..."
4,@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. 
4,@its_anne Kay thanks. 
4,Goodnight 
4,I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? 
4,"@beycah Good for you Becca, have a good sleep. "
4,@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me 
4,Just seen the preview for the movie &quot;Obsessed&quot; w/ Beyonce. Wow one crazy broad in that movie &amp; Beyonce seems to go nuts in it too! 
4,Easy Rider till I fall asleep 
4,"@miketomalaris I'm very, very, very excited about the live broadcast of Paris-Roubaix. "
4,"just had a real good moment. i missssssssss him so much, "
4,@belliestobabies I have two too. I just don't know how people survive winter without jungle gyms at home 
4,@jaredleto Just started to work. But it's the last one before holidayholiday!! 
4,Watchin Greek then off to Knighty Knight!! 
4,i am working on my media room design and i love love love my client profile 
4,@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now 
4,"@Lou911 Aww, thanks "
4,Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh I'm kinda nervous yet excited...til tomorrow!
4,thinking and planning 
4,"Good enough.. time to go sleep off whatever I can, be happier tomorrow ? here's Hopin.. go check my Fb. for what is in store for me now. "
4,"@missvic what do you mean, I do those things now and I'm OLD! "
4,@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843
4,@UrbanThai  and you have me to thank for that 
4,"@PamFR Thanks Pam... glad you enjoyed it. Yes, life is short, it's *now*. No need to struggle... just make better choices every day. "
4,"@JonathanRKnight hmm you have a lot to say tonight! That's great!  Of course, here I am up late reading it. haha"
4,"@guykawasaki congrats on 100,000 followers. Wow almost 4 times of what I have "
4,@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! 
4,@suitelifeofkell that's freakin' cooool   i love twitter .haha
4,@I3renda maybe. there's nothing wrong with being caring. but try not to care too much. 
4,why does Brissa not even know she has a twitter? -Lauren 
4,@jbrotherlove I thought it was a great love story 
4,"@enbaldarlingg No, that's just the mirror you're looking in. "
4,@amandahesser thanks!  i couldn't have done it without you  
4,"wow that was neat, thanks God! OVERITNOW&lt;3  i apologize for sharing my spiritual moment with the general public of Twitter "
4,... 31 days until I leave for Ontario!! 
4,Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! 
4,@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser 
4,@KaciMaureen holy laundry woman! 
4,"@iamdiddy I hate it too, but I just got back from the trainer. Go! "
4,@markhoppus lol you�re so fucking funny 
4,"working on setting up my ipod touch, which as of today is officially mine!! "
4,@nikhilnarayanan saw the tvc yesterday.. worked for me 
4,Jon could totally say Mannies and Peddies and I would shut my fat face about it.  
4,"@magopus Hahaha! Well if they ever run out of ideas, I'm nominating you to come up with some good ones. "
4,A friend feels like a beer on a Monday night. That's never good. But beer is always good. Always. 
4,"@hopeinhell One usually follows the other, no? "
4,"@special72 Thanks, Special 72!  "
4,"Good luck for Lauren and the rest of the cast of TBS, can't wait for something to leak "
4,"Shoot For The Moon! Even if you miss, you'll land among the stars. "
4,"@JohnHays hmm, that I don't agree with entirely because I am most creative &amp; vibrant @ night for some reason...but I need 2 sleep too "
4,@izzakizza nada just tryna holla holla.   hows the mixtape coming up?
4,@aussie_ali  yep it makes it so much easier to get points across in 140 
4,"@snarkattack  The freezer-worthy @amoir has already given it her scholarly attention, but I suppose another set of eyes could hurt not."
4,http://twitpic.com/2y2jf - my cupcakes 
4,"@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) "
4,@mynameisgerard haha! i'm not saying u should try it.. but maybe u should 
4,"back from school, long walk! its flippin cold outside  2 days ago it was sunny, next day raining, and today snowing!"
4,@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits 
4,"@JonathanRKnight : agreed. internet? random. but i like random. watched dirty dancing, great movie, i thought of your song..  nighty night"
4,@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time 
4,"@firestoned - Dude, stars are always awesome.    Surprised to see you tweeting."
4,@nsastrasasmita k. i'll try to figure it out. i'm gonna go to bed. night night  
4,amazing night with llama and malcolm and megan&lt;---fuck the theatre! 
4,@kayotae Just had a martini myself. 
4,city all day soo happy to be home. school in the morning 
4,My spring break= watching moviess all day everyday for a week 
4,@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!
4,@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! 
4,"http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def."
4,shhhhhhhhhh....time to watch the Hills. 
4,"since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. "
4,@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  
4,@LonelyBob Thank you! Am at home pretty much everywhere. Provided I have broadband ...kiddin' 
4,Callin it a night! I always have the best sleep after a good workout!! 
4,@Infinitarchitek Feels pretty good doesn't it? 
4,@stee322 but you did go to hash bash anyway.. 
4,"@loltothepower correction, i GOT a badass fringe. "
4,"@procoder hmmm, sure sure  so what r u upto ? hows the day for u?"
4,@ninasplayground I agree.  My kids got &quot;Who am I&quot; 4 Christmas. It's bn fun but I caught my 4 yrold cheating by looking at reflection in TV
4,My hair is blue. 
4,@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night 
4,stressing over this math test...uhhh....2 days till spring break!!!! 
4,"@MintCool uh, because we really need each other, plus, you'd be my designated driver on PCH "
4,@EMPRESSYEN WHATCHA CHUCKLIN BOUT MS.YEN 
4,@ijustine the gym is an awesome place! work it out 
4,@augustography hmmm think we need to get you climbing up hills .. you'll be really sining then 
4,Just won 20$ on unc game 
4,Really tired. Going to prepare for bed. G'night! 
4,@keyannaaa the new story of your life will include magic fountain with me 
4,"Im getting nervous that this trip tomorrow may be a little boring. Haha oh well, i always have my trusty ipod and my books of course  lol"
4,should be going to bed... maybe i'll do that... but i'm thinking I'll put on Anastasia on my laptop as i fall asleep 
4,@ijustine http://twitpic.com/1ff65 - I love ur top 
4,"still buzzing from SIETAR... thanks to @pattidigh for pushing the old boundaries - boy, someone could make money off a twitter manual... "
4,"@yoshigi I have terrible back and neck aches too... Get a good chair, that will help.  I am waiting for my &quot;SWOPPER&quot; to arrive. "
4,"@juneaurock Hellz yeah, definitely downloading. Thanks "
4,http://twitpic.com/2y2jz - we are so stinkin cute 
4,@Lyndeeezy hahah not yet! but soon. very soon 
4,"Very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! "
4,@michaelgrainger we have much more than that in common my friend!! 
4,@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police
4,"@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? "
4,@Westneyrhindxx hello westney  what are you doing ?? x
4,@WhereisKevinn well my night seems pretty boring in comparison to the strokes you've experienced tonight 
0,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
0,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!
0,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds
0,my whole body feels itchy and like its on fire 
0,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
0,@Kwesidei not the whole crew 
0,Need a hug 
0,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?"
0,@Tatiana_K nope they didn't have it 
0,@twittera que me muera ? 
0,spring break in plain city... it's snowing 
0,I just re-pierced my ears 
0,@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .
0,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore "
0,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown."
0,@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!
0,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?
0,about to file taxes 
0,@LettyA ahh ive always wanted to see rent  love the soundtrack!!
0,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? 
0,@alydesigns i was out most of the day so didn't get much done 
0,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* "
0,@angry_barista I baked you a cake but I ated it 
0,this week is not going as i had hoped 
0,blagh class at 8 tomorrow 
0,I hate when I have to call and wake people up 
0,Just going to cry myself to sleep after watching Marley and Me.  
0,im sad now  Miss.Lilly
0,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again 
0,Meh... Almost Lover is the exception... this track gets me depressed every time. 
0,some1 hacked my account on aim  now i have to make a new one
0,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though
0,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 
0,@julieebaby awe i love you too!!!! 1 am here  i miss you
0,@HumpNinja I cry my asian eyes to sleep at night 
0,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now 
0,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...
0,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge
0,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. 
0,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend 
0,really don't feel like getting up today... but got to study to for tomorrows practical exam... 
0,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 
0,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!"
0,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it 
0,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.
0,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... 
0,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?"
0,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it 
0,is strangely sad about LiLo and SamRo breaking up. 
0,@tea oh! i'm so sorry  i didn't think about that before retweeting.
0,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are 
0,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. "
0,our duck and chicken are taking wayyy too long to hatch 
0,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. "
0,I need a hug 
0,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! "
0,@oanhLove I hate when that happens... 
0,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm"
0,Ugh....92 degrees tomorrow 
0,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.
0,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?"
0,just leaving the parking lot of work! 
0,The Life is cool. But not for Me. 
0,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. "
0,I had such a nice day. Too bad the rain comes in tomorrow at 5am 
0,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks 
0,Damm back to school tomorrow 
0,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?"
0,@katortiz  Not forever... See you soon!
0,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. "
0,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!
0,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!
0,i really hate how people diss my bands!  Trace is clearly NOT ugly!
0,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls."
0,Why won't you show my location?!   http://twitpic.com/2y2es
0,No picnic  my phone smells like citrus.
0,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. "
0,No new csi tonight.  FML
0,i think my arms are sore from tennis 
0,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . 
0,sleep soon... i just hate saying bye and see you tomorrow for the night. 
0,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine "
0,missin' the boo 
0,@markhardy1974 Me too  #itm
0,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS 
0,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too "
0,@msdrama hey missed ya at the meeting  sup mama
0,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
0,why is it always the fat ones?! 
0,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*"
0,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad 
0,wednesday my b-day! don't know what 2 do!! 
0,Poor cameron (the hills) 
0,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache "
0,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike"
0,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435
0,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL....."
0,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money "
0,"@stark YOU don't follow me, either  and i work for you!"
0,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.
0, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
0,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... "
0,Behind on my classes for work 
0,watching &quot;House&quot; 
0,@kpreyes Remember my bum leg? Strikes back this time its serious 
0,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls "
0,Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014
0,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?
0,@Henkuyinepu it's overrated 
0,@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times 
0,laying in bed with no voice.. 
0,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy
0,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.
0,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. "
0,@salancaster  hope your ok.
0,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love
0,@HibaNick yeah aw but i know i wudnt stand a chance 
0,ugh. cant sleep. its 1:30am. 
0,Hanging in Crooners. Wanna sing. Can't. Sucks. 
0,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! 
0,Is pissed off that there's no ASBA's for a radio station. 
0,wednesday my b-day n don't know what 2 do!  
0,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. 
0,I am in pain. My back and sides hurt. Not to mention crying is made of fail. 
0,"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
0,@allyheman but.. but.. but.. I'm not a big fan on camilla belle 
0,"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine "
0,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done 
0,I'm so cold 
0,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow 
0,@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff
0,Hoping the tummy rumbles go away soon 
0,"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. "
0,almost bedtime 
0,I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart
0,Agh...snow!!! 
0,i miss kenny powers 
0,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget "
0,"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. "
0,@JonathanRKnight I guess that's a no then. 
0,sadly is going to bed. 
0,@ozesteph1992 Shame to hear this Stephan 
0,@mrsaintnick hey! i'm leavin in the morning... 
0,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left "
0,laid around too much today... now my head hurts 
0,@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.
0,my nokia 1110 died..  
0,My mom might have breast cancer won't find out anything for. Like a week I'm so worried! 
0,Going to sleep. Hoping tomorrow is a better day. 
0,@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too
0,@onemoreproject that is lame 
0,I don't understand... I really don't 
0,HEROES just isn't doing it for me this season... 
0,Living not downtown sure isn't much fun.  
0,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!
0,Man Work is Hard 
0,"getting sick  time for some hot tea, studying, and then sleeeep"
0,Getting eyebrows waxed. More pain 
0,No phantasy star yesterday  going to work...
0,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well 
0,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too 
0,is alone downstairs...working 
0,I feel bad for doing it 
0,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "
0,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far 
0,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. 
0,Thanks for bursting my bubble 
0,Going to school soon... can't find anything to wear!! gosh it's so hard 
0,@marieclr I was serious  LOL
0,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history
0,Crazy wind today = no birding  http://ff.im/1XTTi
0,currently at work.. 
0,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. 
0,@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!
0,i don't see the big deal with this website 
0,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail
0,@ColinDeMar Far too out of the way for rail.  any other tips?
0,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.
0,"Today I realized I am too good at hiding things, even I can't find it "
0,"Staying at a friends house...house sitting, neighbors are SO loud-having a party "
0,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!
0,Check out my mug  http://www.erika-obscura.blogspot.com
0,Borders closed at 10 
0,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days 
0,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! 
0,is watching the hill . . .and its making me sad 
0,So many channels.... yet so so boring... lazy day again  may have to find a hobby
0,@supersport I miss my buddy  ill be in NY on the 25th
0,@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people
0,Opps.. As I said.. I still got one day remain and now problem come 
0,"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb"
0,@HillyDoP  oH NO
0,spencer is not a good guy. 
0,"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman."
0,"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well "
0,didn't get shit done today ~ i'm so screwed 
0,wanttss to go out 
0,Is not going to sleep tonite. 
0,too worried and tired to post tonight 
0,couldn't get shit done today ~ i'm so screwed 
